month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
7,2559,6226,0.1934,4179.78,0.1102,5,0.0000,29,0.5714,0
8,2559,6226,0.1934,4179.78,0.1102,5,0.0000,30,0.7143,1
9,2559,6226,0.1934,4179.78,0.1102,5,0.0000,29,0.5714,1
10,2559,6226,0.1934,4179.78,0.1102,5,0.0000,29,0.5714,1
11,2559,6226,0.1934,4179.78,0.1102,5,0.0000,29,0.5714,1
12,2559,6226,0.1934,4179.78,0.1102,5,0.0000,27,0.2857,1
1,2560,6226,0.1934,4179.78,0.1102,5,0.0000,27,0.2857,1
2,2560,13967,0.4547,4179.78,0.1102,5,0.0000,28,0.4286,1
4,2560,16319,0.5341,4179.78,0.1102,5,0.0000,31,0.8571,1
5,2560,14245,0.4641,4179.78,0.1102,5,0.0000,30,0.7143,1
6,2560,5886,0.1819,4179.78,0.1102,5,0.0000,29,0.5714,0
7,2560,4797,0.1452,4179.78,0.1102,5,0.0000,29,0.5714,0
8,2560,12404,0.4019,4179.78,0.1102,5,0.0000,29,0.5714,1
9,2560,19165,0.6301,4179.78,0.1102,5,0.0000,29,0.5714,1
10,2560,15739,0.5145,4179.78,0.1102,5,0.0000,28,0.4286,1
11,2560,15386,0.5026,4179.78,0.1102,5,0.0000,28,0.4286,1
12,2560,12843,0.4167,4179.78,0.1102,5,0.0000,26,0.1429,1
1,2561,14650,0.4777,4179.78,0.1102,5,0.0000,27,0.2857,1
2,2561,15939,0.5212,4179.78,0.1102,5,0.0000,27,0.2857,1
3,2561,14909,0.4865,4179.78,0.1102,5,0.0000,29,0.5714,1
4,2561,15034,0.4907,4179.78,0.1102,5,0.0000,29,0.5714,1
5,2561,15141,0.4943,4179.78,0.1102,5,0.0000,29,0.5714,1
6,2561,13108,0.4257,4179.78,0.1102,5,0.0000,30,0.7143,0
7,2561,13861,0.4511,4179.78,0.1102,5,0.0000,29,0.5714,0
8,2561,14809,0.4831,4179.78,0.1102,5,0.0000,29,0.5714,1
9,2561,13292,0.4319,4179.78,0.1102,5,0.0000,29,0.5714,1
10,2561,17903,0.5875,4179.78,0.1102,5,0.0000,29,0.5714,1
11,2561,16690,0.5466,4179.78,0.1102,5,0.0000,29,0.5714,1
12,2561,11636,0.3760,4179.78,0.1102,5,0.0000,28,0.4286,1
1,2556,20165,0.6639,16497.39,0.9105,14,1.0000,28,0.4286,1
2,2556,20065,0.6605,16497.39,0.9105,14,1.0000,30,0.7143,1
